budget,budget_new,genres,homepage,id,keywords,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,revenue_new,runtime,spoken_languages,status,tagline,title,vote_average,vote_count,genre_1,genre_2,genre_3,prim_genre,secon_genre,tert_genre,actor_1,actor_2,actor_3,director,release_year,genre_bin,,,
1.30E+08,130000000,"[{""id"": 18, ""name"": ""Drama""}]",,6972,"[{""id"": 440, ""name"": ""missionary""}, {""id"": 1956, ""name"": ""world war ii""}, {""id"": 2752, ""name"": ""ranch""}, {""id"": 5657, ""name"": ""australia""}, {""id"": 6731, ""name"": ""british""}, {""id"": 7856, ""name"": ""racist""}, {""id"": 9656, ""name"": ""cattle drive""}, {""id"": 179430, ""name"": ""aftercreditsstinger""}, {""id"": 221178, ""name"": ""stampede""}, {""id"": 229066, ""name"": ""waltzing matilda""}, {""id"": 229067, ""name"": ""trampled to death""}]",en,Australia,"Set in northern Australia before World War II, an English aristocrat who inherits a sprawling ranch reluctantly pacts with a stock-man in order to protect her new property from a takeover plot. As the pair drive 2,000 head of cattle over unforgiving landscape, they experience the bombing of Darwin, Australia, by Japanese forces firsthand.",28.840997,"[{""name"": ""Bazmark Films"", ""id"": 240}, {""name"": ""Ingenious Film Partners"", ""id"": 289}, {""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Dune Entertainment III"", ""id"": 6332}, {""name"": ""ScreenWest"", ""id"": 7888}]","[{""iso_3166_1"": ""AU"", ""name"": ""Australia""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",18-11-2008,49554002,49554002,165,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ja"", ""name"": ""\u65e5\u672c\u8a9e""}]",Released,Welcome to Australia!,Australia,6.3,694,Drama,NA,NA,1,#N/A,,Nicole Kidman,NA,Essie Davis,Baz Luhrmann,2008,0,,,
1.25E+08,125000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 12, ""name"": ""Adventure""}]",http://www.noahmovie.com,86834,"[{""id"": 3036, ""name"": ""bible""}, {""id"": 9649, ""name"": ""god""}, {""id"": 195790, ""name"": ""noah""}, {""id"": 209714, ""name"": ""3d""}]",en,Noah,A man who suffers visions of an apocalyptic deluge takes measures to protect his family from the coming flood.,46.115758,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Regency Enterprises"", ""id"": 508}, {""name"": ""Protozoa Pictures"", ""id"": 7503}, {""name"": ""Disruption Entertainment"", ""id"": 10256}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",20-03-2014,362637473,362637473,139,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The end of the world is just the beginning.,Noah,5.6,2350,Drama,Adventure,NA,1,#N/A,,NA,Jennifer Connelly,Emma Watson,Darren Aronofsky,2014,0,,,
1.20E+08,120000000,"[{""id"": 18, ""name"": ""Drama""}]",,2133,"[{""id"": 3366, ""name"": ""u.s. air force""}, {""id"": 13046, ""name"": ""grocery""}, {""id"": 168663, ""name"": ""jamaican""}, {""id"": 168669, ""name"": ""meteorologist""}, {""id"": 168672, ""name"": ""rescue boat""}, {""id"": 168673, ""name"": ""marina""}, {""id"": 168676, ""name"": ""city hall""}, {""id"": 168678, ""name"": ""the flemish cap""}, {""id"": 168679, ""name"": ""male camaraderie""}, {""id"": 168683, ""name"": ""storm at sea""}]",en,The Perfect Storm,"In October 1991, a confluence of weather conditions combined to form a killer storm in the North Atlantic. Caught in the storm was the sword-fishing boat Andrea Gail. Magnificent foreshadowing and anticipation fill this true-life drama while minute details of the fishing boats, their gear and the weather are juxtaposed with the sea adventure.",25.752118,"[{""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Baltimore Spring Creek Productions"", ""id"": 16061}, {""name"": ""Radiant Productions"", ""id"": 18990}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",15-03-2000,325756637,325756637,130,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The storm is coming.,The Perfect Storm,6.2,597,Drama,NA,NA,1,#N/A,,NA,NA,Diane Lane,Wolfgang Petersen,2000,0,,,
1.20E+08,120000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",http://www.howdoyouknow-movie.com/,42888,"[{""id"": 128, ""name"": ""love triangle""}, {""id"": 1480, ""name"": ""baseball""}, {""id"": 10456, ""name"": ""athlete""}, {""id"": 179430, ""name"": ""aftercreditsstinger""}]",en,How Do You Know,"After being cut from the USA softball team and feeling a bit past her prime, Lisa finds herself evaluating her life and in the middle of a love triangle, as a corporate guy in crisis competes with her current, baseball-playing beau.",11.137655,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Gracie Films"", ""id"": 18}, {""name"": ""Road Rebel"", ""id"": 2648}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",17-12-2010,48668907,48668907,121,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,How do you know it's love?,How Do You Know,4.9,223,Comedy,Drama,Romance,0,1,,Reese Witherspoon,NA,NA,James L. Brooks,2010,1,,,
1.16E+08,116000000,"[{""id"": 18, ""name"": ""Drama""}]",,2567,"[{""id"": 2336, ""name"": ""ladykiller""}, {""id"": 3203, ""name"": ""pilot""}, {""id"": 5565, ""name"": ""biography""}, {""id"": 9094, ""name"": ""womanizer""}, {""id"": 10168, ""name"": ""aviation""}, {""id"": 10352, ""name"": ""phobia""}, {""id"": 33483, ""name"": ""u.s. congress""}, {""id"": 221446, ""name"": ""flying boat""}, {""id"": 229078, ""name"": ""test flight""}]",en,The Aviator,"A biopic depicting the life of filmmaker and aviation pioneer Howard Hughes from 1927 to 1947, during which time he became a successful film producer and an aviation magnate, while simultaneously growing more unstable due to severe obsessive-compulsive disorder.",45.616098,"[{""name"": ""Miramax Films"", ""id"": 14}, {""name"": ""Appian Way"", ""id"": 562}, {""name"": ""Forward Pass"", ""id"": 675}, {""name"": ""Cappa Productions"", ""id"": 691}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Initial Entertainment Group (IEG)"", ""id"": 7380}, {""name"": ""IMF Internationale Medien und Film GmbH & Co. 3. Produktions KG"", ""id"": 19116}, {""name"": ""Mel's Cite du Cinema"", ""id"": 54502}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",17-12-2004,1.02E+08,102000000,170,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"For some men, the sky was the limit. For him, it was just the beginning.",The Aviator,7,1489,Drama,NA,NA,1,#N/A,,NA,Cate Blanchett,Kate Beckinsale,Martin Scorsese,2004,0,,,
1.15E+08,115000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 36, ""name"": ""History""}, {""id"": 10752, ""name"": ""War""}]",,12100,"[{""id"": 233, ""name"": ""japan""}, {""id"": 1956, ""name"": ""world war ii""}, {""id"": 4305, ""name"": ""radio transmission""}, {""id"": 4405, ""name"": ""marine corps""}, {""id"": 4595, ""name"": ""u.s. army""}, {""id"": 4950, ""name"": ""code""}, {""id"": 9524, ""name"": ""navajo""}, {""id"": 9525, ""name"": ""pacific war""}]",en,Windtalkers,"Joe Enders is a gung-ho Marine assigned to protect a ""windtalker"" - one of several Navajo Indians who were used to relay messages during World War II because their spoken language was indecipherable to Japanese code breakers.",18.714197,"[{""name"": ""Lion Rock Productions"", ""id"": 2812}, {""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",14-06-2002,77628265,77628265,134,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ja"", ""name"": ""\u65e5\u672c\u8a9e""}, {""iso_639_1"": ""nv"", ""name"": """"}]",Released,Honor Was Their Code.,Windtalkers,5.8,341,Drama,Action,History,1,3,,Nicolas Cage,Adam Beach,Peter Stormare,John Woo,2002,0,,,
1.12E+08,112000000,"[{""id"": 35, ""name"": ""Comedy""}]",,38745,"[{""id"": 736, ""name"": ""journalist""}, {""id"": 3691, ""name"": ""forbidden love""}, {""id"": 7376, ""name"": ""princess""}, {""id"": 154794, ""name"": ""royal court""}, {""id"": 209714, ""name"": ""3d""}]",en,Gulliver's Travels,"Travel writer Lemuel Gulliver takes an assignment in Bermuda, but ends up on the island of Liliput, where he towers over its tiny citizens.",22.845143,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Dune Entertainment"", ""id"": 444}, {""name"": ""Davis Entertainment"", ""id"": 1302}, {""name"": ""Dune Entertainment III"", ""id"": 6332}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",25-12-2010,237382724,237382724,85,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Something big is going down.,Gulliver's Travels,4.9,621,Comedy,NA,NA,0,#N/A,,NA,Amanda Peet,Emily Blunt,Rob Letterman,2010,1,,,
1.10E+08,110000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10752, ""name"": ""War""}, {""id"": 28, ""name"": ""Action""}]",,2024,"[{""id"": 526, ""name"": ""rebel""}, {""id"": 531, ""name"": ""southern usa""}, {""id"": 697, ""name"": ""loss of son""}, {""id"": 779, ""name"": ""martial arts""}, {""id"": 1402, ""name"": ""general""}, {""id"": 1465, ""name"": ""loss of family""}, {""id"": 2983, ""name"": ""passion""}, {""id"": 3074, ""name"": ""insurgence""}, {""id"": 4653, ""name"": ""french""}, {""id"": 5600, ""name"": ""daughter""}, {""id"": 5992, ""name"": ""south carolina""}, {""id"": 6731, ""name"": ""british""}, {""id"": 9672, ""name"": ""based on true story""}, {""id"": 10292, ""name"": ""gore""}, {""id"": 10364, ""name"": ""mission""}]",en,The Patriot,"After proving himself on the field of battle in the French and Indian War, Benjamin Martin wants nothing more to do with such things, preferring the simple life of a farmer. But when his son Gabriel enlists in the army to defend their new nation, America, against the British, Benjamin reluctantly returns to his old life to protect his son.",23.657284,"[{""name"": ""Centropolis Entertainment"", ""id"": 347}, {""name"": ""Columbia Pictures Corporation"", ""id"": 441}, {""name"": ""Mutual Film Company"", ""id"": 762}, {""name"": ""Global Entertainment Productions GmbH & Company Medien KG"", ""id"": 9269}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",28-06-2000,215294342,215294342,165,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Some things are worth fighting for.,The Patriot,6.8,1099,Drama,History,War,1,#N/A,,NA,NA,Joely Richardson,Roland Emmerich,2000,0,,,
1.08E+08,108000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}]",http://www.foxmovies.com/movies/the-martian,286217,"[{""id"": 818, ""name"": ""based on novel""}, {""id"": 839, ""name"": ""mars""}, {""id"": 1432, ""name"": ""nasa""}, {""id"": 1533, ""name"": ""isolation""}, {""id"": 4003, ""name"": ""botanist""}, {""id"": 9743, ""name"": ""stranded""}, {""id"": 9831, ""name"": ""spaceship""}, {""id"": 9882, ""name"": ""space""}, {""id"": 10160, ""name"": ""engineering""}, {""id"": 10349, ""name"": ""survival""}, {""id"": 14626, ""name"": ""astronaut""}, {""id"": 156810, ""name"": ""science""}, {""id"": 168603, ""name"": ""deep space explorer""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}, {""id"": 196367, ""name"": ""battle for survival""}]",en,The Martian,"During a manned mission to Mars, Astronaut Mark Watney is presumed dead after a fierce storm and left behind by his crew. But Watney has survived and finds himself stranded and alone on the hostile planet. With only meager supplies, he must draw upon his ingenuity, wit and spirit to subsist and find a way to signal to Earth that he is alive.",167.93287,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Scott Free Productions"", ""id"": 1645}, {""name"": ""Mid Atlantic Films"", ""id"": 2735}, {""name"": ""International Traders"", ""id"": 6408}, {""name"": ""TSG Entertainment"", ""id"": 22213}, {""name"": ""Genre Films"", ""id"": 28788}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",30-09-2015,630161890,630161890,141,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""zh"", ""name"": ""\u666e\u901a\u8bdd""}]",Released,Bring Him Home,The Martian,7.6,7268,Drama,Adventure,Science Fiction,1,#N/A,,NA,Jessica Chastain,Kristen Wiig,Ridley Scott,2015,0,,,
1.07E+08,107000000,"[{""id"": 18, ""name"": ""Drama""}]",,8489,"[{""id"": 279, ""name"": ""usa""}, {""id"": 396, ""name"": ""transporter""}, {""id"": 2792, ""name"": ""boxer""}, {""id"": 5565, ""name"": ""biography""}, {""id"": 12562, ""name"": ""muhammad""}]",en,Ali,"In 1964, a brash new pro boxer, fresh from his olympic gold medal victory, explodes on to the scene; Cassius Clay. Bold and outspoken, he cuts an entirely new image for African Americans in sport with his proud public self confidence and his unapologetic belief that he is the greatest boxer of all time. Yet at the top of his game, both Ali's personal and professional lives face the ultimate test.",18.866672,"[{""name"": ""Columbia Pictures Corporation"", ""id"": 441}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",11-12-2001,87713825,87713825,157,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Float like a butterfly and sting like a bee.,Ali,6.7,447,Drama,NA,NA,1,#N/A,,Will Smith,Jamie Foxx,Jon Voight,Michael Mann,2001,0,,,
1.05E+08,105000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",,64682,"[{""id"": 818, ""name"": ""based on novel""}, {""id"": 1326, ""name"": ""infidelity""}, {""id"": 1523, ""name"": ""obsession""}, {""id"": 3929, ""name"": ""hope""}, {""id"": 209714, ""name"": ""3d""}]",en,The Great Gatsby,"An adaptation of F. Scott Fitzgerald's Long Island-set novel, where Midwesterner Nick Carraway is lured into the lavish world of his neighbor, Jay Gatsby. Soon enough, however, Carraway will see through the cracks of Gatsby's nouveau riche existence, where obsession, madness, and tragedy await.",61.196071,"[{""name"": ""Village Roadshow Pictures"", ""id"": 79}, {""name"": ""Bazmark Films"", ""id"": 240}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""A&E Television Networks"", ""id"": 11858}, {""name"": ""Red Wagon Entertainment"", ""id"": 14440}, {""name"": ""Spectrum Films"", ""id"": 14604}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""AU"", ""name"": ""Australia""}]",10-05-2013,351040419,351040419,143,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Reserving judgments is a matter of infinite hope... I come to the admission that it has a limit.,The Great Gatsby,7.3,3769,Drama,Romance,NA,1,#N/A,,NA,NA,Carey Mulligan,Baz Luhrmann,2013,0,,,
1.02E+08,102000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 878, ""name"": ""Science Fiction""}]",http://cloudatlas.warnerbros.com/,83542,"[{""id"": 402, ""name"": ""clone""}, {""id"": 2964, ""name"": ""future""}, {""id"": 4565, ""name"": ""dystopia""}, {""id"": 159753, ""name"": ""ensemble cast""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}, {""id"": 184584, ""name"": ""century""}, {""id"": 187056, ""name"": ""woman director""}, {""id"": 214548, ""name"": ""1930s""}]",en,Cloud Atlas,"A set of six nested stories spanning time between the 19th century and a distant post-apocalyptic future. Cloud Atlas explores how the actions and consequences of individual lives impact one another throughout the past, the present and the future. Action, mystery and romance weave through the story as one soul is shaped from a killer into a hero and a single act of kindness ripples across centuries to inspire a revolution in the distant future.  Based on the award winning novel by David Mitchell. Directed by Tom Tykwer and the Wachowskis.",73.872343,"[{""name"": ""Anarchos Productions"", ""id"": 450}, {""name"": ""X-Filme Creative Pool"", ""id"": 1972}, {""name"": ""Ascension Pictures"", ""id"": 7829}, {""name"": ""ARD Degeto Film"", ""id"": 10947}, {""name"": ""Cloud Atlas Productions"", ""id"": 11080}, {""name"": ""Five Drops"", ""id"": 11082}, {""name"": ""Media Asia Group"", ""id"": 11083}, {""name"": ""Dreams of Dragon Picture"", ""id"": 19621}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""HK"", ""name"": ""Hong Kong""}, {""iso_3166_1"": ""SG"", ""name"": ""Singapore""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",26-10-2012,130482868,130482868,172,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Everything is Connected,Cloud Atlas,6.6,2977,Drama,Science Fiction,NA,1,#N/A,,NA,Halle Berry,NA,NA,2012,0,,,
1.00E+08,100000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 37, ""name"": ""Western""}]",http://unchainedmovie.com/,68718,"[{""id"": 801, ""name"": ""bounty hunter""}, {""id"": 1701, ""name"": ""hero""}, {""id"": 3136, ""name"": ""plantation""}, {""id"": 3679, ""name"": ""society""}, {""id"": 6054, ""name"": ""friendship""}, {""id"": 9713, ""name"": ""friends""}, {""id"": 9748, ""name"": ""revenge""}, {""id"": 9823, ""name"": ""rivalry""}, {""id"": 10084, ""name"": ""rescue""}, {""id"": 10950, ""name"": ""shootout""}, {""id"": 12425, ""name"": ""racism""}, {""id"": 15017, ""name"": ""danger""}, {""id"": 33780, ""name"": ""dentist""}, {""id"": 160324, ""name"": ""django""}, {""id"": 163129, ""name"": ""dual role""}, {""id"": 179430, ""name"": ""aftercreditsstinger""}, {""id"": 187376, ""name"": ""odd couple""}, {""id"": 188772, ""name"": ""black slave""}, {""id"": 202703, ""name"": ""deadly""}, {""id"": 206687, ""name"": ""chases and races""}, {""id"": 207928, ""name"": ""19th century""}]",en,Django Unchained,"With the help of a German bounty hunter, a freed slave sets out to rescue his wife from a brutal Mississippi plantation owner.",82.121691,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""The Weinstein Company"", ""id"": 308}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",25-12-2012,425368238,425368238,165,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}]",Released,"Life, liberty and the pursuit of vengeance.",Django Unchained,7.8,10099,Drama,Western,NA,1,#N/A,,Jamie Foxx,Christoph Waltz,Leonardo DiCaprio,Quentin Tarantino,2012,0,,,
1.00E+08,100000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",http://www.littlefockers.net/,39451,"[{""id"": 428, ""name"": ""nurse""}, {""id"": 977, ""name"": ""cat""}, {""id"": 4604, ""name"": ""father-in-law""}, {""id"": 5569, ""name"": ""vomit""}, {""id"": 9963, ""name"": ""kids and family""}, {""id"": 10425, ""name"": ""viagra""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}]",en,Little Fockers,"It has taken 10 years, two little Fockers with wife Pam and countless hurdles for Greg to finally get in with his tightly wound father-in-law, Jack. After the cash-strapped dad takes a job moonlighting for a drug company, Jack's suspicions about his favorite male nurse come roaring back. When Greg and Pam's entire clan descends for the twins' birthday party, Greg must prove to the skeptical Jack that he's fully capable as the man of the house.",32.389353,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Everyman Pictures"", ""id"": 2242}, {""name"": ""Relativity Media"", ""id"": 7295}, {""name"": ""Dreamworks Pictures"", ""id"": 7852}, {""name"": ""Tribeca Productions"", ""id"": 11391}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",21-12-2010,310650585,310650585,98,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"Kids bring everyone closer, right?",Little Fockers,5.4,1060,Comedy,Romance,NA,0,#N/A,,Robert De Niro,Ben Stiller,Owen Wilson,Paul Weitz,2010,1,,,
1.00E+08,100000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",http://www.sexandthecitymovie.com/,37786,[],en,Sex and the City 2,"Carrie, Charlotte, and Miranda are all married now, but they're still up for a little fun in the sun. When Samantha gets the chance to visit one of the most extravagant vacation destinations on the planet and offers to bring them all along, they surmise that a women-only retreat may be the perfect excuse to eschew their responsibilities and remember what life was like before they decided to settle down.",18.325897,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Village Roadshow Pictures"", ""id"": 79}, {""name"": ""Home Box Office (HBO)"", ""id"": 3268}, {""name"": ""HBO Films"", ""id"": 7429}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",26-05-2010,288347692,288347692,146,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ar"", ""name"": ""\u0627\u0644\u0639\u0631\u0628\u064a\u0629""}]",Released,Carrie on.,Sex and the City 2,5.4,426,Comedy,Drama,Romance,0,1,,Sarah Jessica Parker,Kristin Davis,Cynthia Nixon,Michael Patrick King,2010,1,,,
1.00E+08,100000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}]",http://www.americangangster.net/,4982,"[{""id"": 240, ""name"": ""underdog""}, {""id"": 577, ""name"": ""black people""}, {""id"": 2149, ""name"": ""drug traffic""}, {""id"": 3391, ""name"": ""drug smuggle""}, {""id"": 3679, ""name"": ""society""}, {""id"": 3734, ""name"": ""ambition""}, {""id"": 6974, ""name"": ""rise and fall""}, {""id"": 8015, ""name"": ""cop""}, {""id"": 11733, ""name"": ""drug dealing""}, {""id"": 11734, ""name"": ""police corruption""}, {""id"": 13142, ""name"": ""gangster""}, {""id"": 14536, ""name"": ""crime""}, {""id"": 15167, ""name"": ""police detective""}, {""id"": 18035, ""name"": ""family""}, {""id"": 163081, ""name"": ""law enforcement""}, {""id"": 179430, ""name"": ""aftercreditsstinger""}, {""id"": 193305, ""name"": ""dishonesty""}, {""id"": 206701, ""name"": ""criminal heroes""}]",en,American Gangster,"Following the death of his employer and mentor, Bumpy Johnson, Frank Lucas establishes himself as the number one importer of heroin in the Harlem district of Manhattan. He does so by buying heroin directly from the source in South East Asia and he comes up with a unique way of importing the drugs into the United States. Based on a true story.",42.361215,"[{""name"": ""Imagine Entertainment"", ""id"": 23}, {""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Scott Free Productions"", ""id"": 1645}, {""name"": ""Relativity Media"", ""id"": 7295}, {""name"": ""Film Rites"", ""id"": 8083}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",02-11-2007,266465037,266465037,157,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,There are two sides to the American dream,American Gangster,7.4,1502,Drama,Crime,NA,1,#N/A,,Denzel Washington,Russell Crowe,Chiwetel Ejiofor,Ridley Scott,2007,0,,,
1.00E+08,100000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 12, ""name"": ""Adventure""}]",,644,"[{""id"": 310, ""name"": ""artificial intelligence""}, {""id"": 530, ""name"": ""prophecy""}, {""id"": 549, ""name"": ""prostitute""}, {""id"": 803, ""name"": ""android""}, {""id"": 936, ""name"": ""loss of mother""}, {""id"": 1603, ""name"": ""extraterrestrial technology""}, {""id"": 2219, ""name"": ""ice age""}, {""id"": 2393, ""name"": ""adoption""}, {""id"": 3205, ""name"": ""fairy tale""}, {""id"": 3244, ""name"": ""pinocchio""}, {""id"": 3246, ""name"": ""prosecution""}, {""id"": 3248, ""name"": ""gigolo""}, {""id"": 3249, ""name"": ""hologram""}, {""id"": 4565, ""name"": ""dystopia""}, {""id"": 9951, ""name"": ""alien""}, {""id"": 40850, ""name"": ""destiny""}, {""id"": 156702, ""name"": ""capture""}, {""id"": 161891, ""name"": ""doppelganger""}]",en,A.I. Artificial Intelligence,"A robotic boy, the first programmed to love, David is adopted as a test case by a Cybertronics employee and his wife. Though he gradually becomes their child, a series of unexpected circumstances make this life impossible for David. Without final acceptance by humans or machines, David embarks on a journey to discover where he truly belongs, uncovering a world in which the line between robot and machine is both vast and profoundly thin.",34.035114,"[{""name"": ""DreamWorks SKG"", ""id"": 27}, {""name"": ""Amblin Entertainment"", ""id"": 56}, {""name"": ""Stanley Kubrick Productions"", ""id"": 385}, {""name"": ""Warner Bros."", ""id"": 6194}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",29-06-2001,235926552,235926552,146,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"David is 11 years old. He weighs 60 pounds. He is 4 feet, 6 inches tall. He has brown hair. His love is real. But he is not.",A.I. Artificial Intelligence,6.8,1974,Drama,Science Fiction,Adventure,1,#N/A,,NA,Frances O'Connor,NA,Steven Spielberg,2001,0,,,
1.00E+08,100000000,"[{""id"": 35, ""name"": ""Comedy""}]",http://www.sonypictures.com/movies/funwithdickandjane/,7552,"[{""id"": 818, ""name"": ""based on novel""}, {""id"": 1333, ""name"": ""desperation""}, {""id"": 1621, ""name"": ""robber""}, {""id"": 3607, ""name"": ""hold-up robbery""}, {""id"": 9714, ""name"": ""remake""}, {""id"": 10532, ""name"": ""suburbia""}, {""id"": 14549, ""name"": ""loss of job""}, {""id"": 33740, ""name"": ""humiliation""}, {""id"": 156052, ""name"": ""unemployment""}, {""id"": 157296, ""name"": ""bankruptcy""}, {""id"": 160510, ""name"": ""travel agent""}, {""id"": 211295, ""name"": ""riches to rags""}, {""id"": 227863, ""name"": ""bearer bonds""}, {""id"": 227864, ""name"": ""comeuppance""}]",en,Fun with Dick and Jane,"After Dick Harper loses his job at Globodyne in an Enron-esque collapse, he and his wife, Jane, turn to crime in order to handle the massive debt they now face. Two intelligent people, Dick and Jane actually get pretty good at robbing people and even enjoy it -- but they have second thoughts when they're reminded that crime can hurt innocent people. When the couple hears that Globodyne boss Jack McCallister actually swindled the company, they plot revenge.",25.159168,"[{""name"": ""Imagine Entertainment"", ""id"": 23}, {""name"": ""Columbia Pictures Corporation"", ""id"": 441}, {""name"": ""JC 23 Entertainment"", ""id"": 76714}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",21-12-2005,202026112,202026112,90,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Giving big businesses a run for their money!,Fun with Dick and Jane,5.9,627,Comedy,NA,NA,0,#N/A,,NA,T̩a Leoni,NA,Dean Parisot,2005,1,,,
